group,names,scores,logfoldchanges,pvals,pvals_adj
Platelets,DYNLL1,3.9328997,,8.392724109152016e-05,0.003774678843238126
Platelets,LY6G6F,3.8328876,,0.00012664781407050444,0.005340064688013834
Platelets,CMTM5,3.8254187,,0.00013055006693740172,0.005340064688013834
Platelets,GP1BA,3.8188605,,0.0001340695886568768,0.005340064688013834
Platelets,MYL9,3.8123024,,0.0001376783686452026,0.005340064688013834
Platelets,RP11-367G6.3,3.8048332,,0.0001418997666554652,0.005340064688013834
Platelets,PTGS1,3.8048332,,0.0001418997666554652,0.005340064688013834
Platelets,TPM1,3.764209,,0.0001670771132440404,0.00616180393644021
Platelets,SNX3,3.7330577,,0.00018916926278879172,0.0067082330881256145
Platelets,MARCH2,3.6649256,,0.00024741055443781336,0.00860802004496845
Platelets,PARVB,3.659096,,0.00025310646772948764,0.008643117157281022
Platelets,C2orf88,3.3492224,,0.0008103872106198009,0.02574758109734069
Platelets,CLEC1B,3.3472185,,0.0008162684287828301,0.02574758109734069
Platelets,AC147651.3,3.3446681,,0.0008238108919431132,0.02574758109734069
Platelets,GAS2L1,3.310602,,0.0009309550333443411,0.028603753331074677
Platelets,TSC22D1,3.3060477,,0.0009462196058544227,0.028603753331074677
Platelets,PLA2G12A,3.2229776,,0.0012686549034364382,0.037133327649790354
Platelets,C9orf16,3.1750665,,0.0014980218266831217,0.0424977268985181
Platelets,MFSD1,3.1530237,,0.0016158867550189859,0.04514689660992439
Platelets,NT5C3A,3.0265968,,0.0024732367892119802,0.06609635709140423
Platelets,GSTO1,2.9213016,,0.003485721886716982,0.09053057970571993
Platelets,TMEM50A,2.8906968,,0.003843887609041057,0.09844623265377374
Platelets,CLDN5,2.8733904,,0.0040609179634582635,0.10160294122526442
Platelets,HGD,2.8721154,,0.004077341459148356,0.10160294122526442
Platelets,SCGB1C1,2.8670144,,0.004143640003567902,0.10187829555438947
Platelets,C6orf25,2.848433,,0.004393509890051718,0.10521600308123856
Platelets,MAP3K7CL,2.826208,,0.004710265058434192,0.11135549702246988
Platelets,TMEM91,2.7449596,,0.006051834017881041,0.14126053074648912
Platelets,GSN,2.690308,,0.007138605724613952,0.16251344390355715
Platelets,VDAC3,2.642215,,0.008236576867056356,0.18081247312918952
Platelets,MCUR1,2.6325598,,0.008474409198556764,0.1838448301428079
Platelets,MPST,2.6205366,,0.008779152440302272,0.1882413616269464
Platelets,VAPA,2.460772,,0.0138638379368401,0.2840546350614794
Platelets,RBBP6,2.4354503,,0.014873266854957526,0.29811200087545303
Platelets,STX11,2.3975587,,0.016504738275270093,0.32437012328025366
Platelets,RP11-879F14.2,2.3955548,,0.016595234762838463,0.32437012328025366
Platelets,ITGB3,2.3930044,,0.01671104214296318,0.32437012328025366
Platelets,FAXDC2,2.3884501,,0.01691960669111169,0.32489398567000044
Platelets,ESAM,2.3846245,,0.01709656288544631,0.32489398567000044
Platelets,ALOX12,2.380981,,0.017266600106106315,0.32489398567000044
Platelets,HIST1H2BJ,2.375516,,0.017524437020267163,0.3264147663168955
Platelets,DMTN,2.3675003,,0.017908702475408243,0.330236473646528
Platelets,UBAC2,2.3593028,,0.018309316728264368,0.33428099056355937
Platelets,SENCR,2.3463686,,0.018957355751616337,0.339391883553209
Platelets,TPTEP1,2.32888,,0.019865423094265342,0.3522292325560124
Platelets,FHL1,2.2773254,,0.022766796021196745,0.3960563383310075
Platelets,SLC40A1,2.2541897,,0.024184235773251368,0.4167825305222011
Platelets,XPNPEP1,2.206825,,0.027326278652872665,0.4539608814044792
Platelets,TMEM219,2.1984453,,0.027917392593004974,0.45963992804911763
Platelets,PACSIN2,2.1805925,,0.02921357484259332,0.4725423860503692
Platelets,ARHGAP6,1.9138935,,0.05563377606679195,0.7974357840873003
Platelets,PVALB,1.9138935,,0.05563377606679195,0.7974357840873003
Platelets,PDZK1IP1,1.9117074,,0.05591374020853135,0.7974357840873003
Platelets,CTTN,1.9117074,,0.05591374020853135,0.7974357840873003
Platelets,FSTL1,1.9093391,,0.05621835788034112,0.7974357840873003
Platelets,C19orf33,1.9046026,,0.056831739328155,0.7999826513062429
Platelets,ANKRD9,1.8918507,,0.058510880351906505,0.8045360411930144
Platelets,ABCC3,1.8889359,,0.058900415163262984,0.8045360411930144
Platelets,FAM63A,1.8541411,,0.06371896549181116,0.8639542085801456
Platelets,GMPR,1.829548,,0.06731755163439164,0.8866683229558442
Platelets,TMEM140,1.7867377,,0.07397988767842241,0.9539784117413351
Platelets,AGPAT1,1.7380979,,0.0821935560264694,0.9991148970885002
Platelets,LDLRAP1,1.6563029,,0.09766048089787104,0.9991148970885002
Platelets,COTL1,1.640454,,0.10091079608927013,0.9991148970885002
Platelets,SPNS1,1.5404419,,0.12345267216433738,0.9991148970885002
Platelets,DIAPH1,1.4666625,,0.14246789783815036,0.9991148970885002
Platelets,CAPZA2,1.45555,,0.1455170565295502,0.9991148970885002
Platelets,SPOCD1,1.4373329,,0.15062343585122837,0.9991148970885002
Platelets,GATA2,1.4349647,,0.1512971763381352,0.9991148970885002
Platelets,ATP9A,1.4325964,,0.15197321030785269,0.9991148970885002
Platelets,SMIM5,1.4302282,,0.1526515417631984,0.9991148970885002
Platelets,ENKUR,1.4302282,,0.1526515417631984,0.9991148970885002
Platelets,LGALSL,1.4302282,,0.1526515417631984,0.9991148970885002
Platelets,PRKAR2B,1.4245808,,0.15427839640913205,0.9991148970885002
Platelets,PCP2,1.4189335,,0.15591839194798132,0.9991148970885002
Platelets,GFI1B,1.4171119,,0.15645023480914536,0.9991148970885002
Platelets,CTNNAL1,1.4132862,,0.15757158180058783,0.9991148970885002
Platelets,HEMGN,1.4070925,,0.15939999207151634,0.9991148970885002
Platelets,SPHK1,1.404542,,0.1601575148485076,0.9991148970885002
Platelets,SERPINE2,1.4008986,,0.16124440706016807,0.9991148970885002
Platelets,GTPBP2,1.3932474,,0.1635450007851108,0.9991148970885002
Platelets,ST3GAL3,1.3932474,,0.1635450007851108,0.9991148970885002
Platelets,ARHGAP21,1.388511,,0.1649815254264041,0.9991148970885002
Platelets,CAPZB,1.3857783,,0.1658145993606066,0.9991148970885002
Platelets,MBNL1-AS1,1.379038,,0.16788304039444835,0.9991148970885002
Platelets,HEXIM2,1.3670146,,0.1716207056228365,0.9991148970885002
Platelets,GABARAPL2,1.2956035,,0.19511213610169786,0.9991148970885002
Platelets,RPS19BP1,1.2945105,,0.1954891681766232,0.9991148970885002
Platelets,CST3,1.2285644,,0.2192351842214052,0.9991148970885002
Platelets,C4orf3,1.2041534,,0.22853029909264833,0.9991148970885002
Platelets,UBB,1.1864828,,0.23543170842838412,0.9991148970885002
Platelets,LINC01003,1.1597035,,0.24616952515349766,0.9991148970885002
Platelets,ERV3-1,1.1520524,,0.2492995634895705,0.9991148970885002
Platelets,ZYX,1.1148894,,0.2648978335431351,0.9991148970885002
Platelets,PRKCD,1.1119746,,0.2661490611205426,0.9991148970885002
Platelets,RABIF,1.1076025,,0.26803351943363274,0.9991148970885002
Platelets,PRKCB,1.0897497,,0.27582341429661306,0.9991148970885002
Platelets,CCNG1,1.0817342,,0.2793706693106638,0.9991148970885002
Platelets,SRSF6,0.9946562,,0.3199035036961193,0.9991148970885002
Platelets,BTK,0.9717026,,0.3311985250309568,0.9991148970885002
Platelets,SYTL4,0.9558537,,0.33914616443480594,0.9991148970885002
Platelets,TDRP,0.9534854,,0.3403441651271297,0.9991148970885002
Platelets,SAMD14,0.9534854,,0.3403441651271297,0.9991148970885002
Platelets,SEPT4,0.9511172,,0.34154487404646827,0.9991148970885002
Platelets,TGFB1I1,0.948749,,0.3427482905657121,0.9991148970885002
Platelets,RSPH9,0.948749,,0.3427482905657121,0.9991148970885002
Platelets,TNS1,0.948749,,0.3427482905657121,0.9991148970885002
Platelets,NT5M,0.94638073,,0.3439544140259314,0.9991148970885002
Platelets,PLA2G4C,0.9454699,,0.34441902830240567,0.9991148970885002
Platelets,RP11-142C4.6,0.9443769,,0.3449770938168394,0.9991148970885002
Platelets,C1orf198,0.9440125,,0.3451632437363178,0.9991148970885002
Platelets,SH3BGRL2,0.9416443,,0.3463747789741216,0.9991148970885002
Platelets,EGFL7,0.9392761,,0.34758901898459427,0.9991148970885002
Platelets,ACADVL,0.93818307,,0.34815034949502444,0.9991148970885002
Platelets,KIFC3,0.9378187,,0.34833758765087164,0.9991148970885002
Platelets,ARG2,0.9369078,,0.3488059629809286,0.9991148970885002
Platelets,AC092295.7,0.9345396,,0.35002561014420175,0.9991148970885002
Platelets,TBXA2R,0.92852795,,0.3531337719504579,0.9991148970885002
Platelets,PLBD1,0.9217876,,0.3566393691950672,0.9991148970885002
Platelets,F11R,0.91322553,,0.36112392603273413,0.9991148970885002
Platelets,FAM212A,0.9121325,,0.36169895760798465,0.9991148970885002
Platelets,PRUNE,0.89774096,,0.36932365590688454,0.9991148970885002
Platelets,ARHGAP18,0.8671362,,0.3858674019714894,0.9991148970885002
Platelets,SUMO3,0.86021364,,0.3896712766529493,0.9991148970885002
Platelets,RASGRP2,0.8549307,,0.3925895211486723,0.9991148970885002
Platelets,IDH2,0.8505586,,0.3950146111576065,0.9991148970885002
Platelets,PPP1R14A,0.8259654,,0.40882370606372853,0.9991148970885002
Platelets,MADD,0.7917172,,0.4285255978959577,0.9991148970885002
Platelets,TBC1D15,0.785159,,0.43236034185809036,0.9991148970885002
Platelets,BNIP2,0.7756861,,0.43793434950960053,0.9991148970885002
Platelets,SIAH2,0.76512015,,0.4441999996716345,0.9991148970885002
Platelets,ACP1,0.7569224,,0.4490963315747296,0.9991148970885002
Platelets,UNC45A,0.7459921,,0.45567215687770213,0.9991148970885002
Platelets,GRB2,0.74143785,,0.4584279937508762,0.9991148970885002
Platelets,PKIG,0.7303254,,0.4651913032721605,0.9991148970885002
Platelets,BZRAP1-AS1,0.7155695,,0.4742572025079562,0.9991148970885002
Platelets,UIMC1,0.71447647,,0.4749325906201114,0.9991148970885002
Platelets,ICAM2,0.70828265,,0.47876974488976687,0.9991148970885002
Platelets,TMEM9B,0.7048214,,0.48092138969178355,0.9991148970885002
Platelets,C17orf59,0.70063144,,0.483533042703566,0.9991148970885002
Platelets,BET1,0.69935626,,0.4843294186935829,0.9991148970885002
Platelets,SNX9,0.6946198,,0.48729360224345264,0.9991148970885002
Platelets,RBCK1,0.6942555,,0.48752202140697176,0.9991148970885002
Platelets,N4BP2L1,0.68751514,,0.49175818232652724,0.9991148970885002
Platelets,SLBP,0.68460035,,0.49359613569649485,0.9991148970885002
Platelets,HDAC5,0.6815035,,0.4955529834793093,0.9991148970885002
Platelets,SPG20,0.67421657,,0.5001736219017701,0.9991148970885002
Platelets,CORO1C,0.6720305,,0.5015642570770579,0.9991148970885002
Platelets,TAOK3,0.6616468,,0.5081976313189387,0.9991148970885002
Platelets,CARHSP1,0.65727466,,0.5110043354808531,0.9991148970885002
Platelets,HDGF,0.6414257,,0.5212461208938213,0.9991148970885002
Platelets,PTGDR,0.638511,,0.5231411050786765,0.9991148970885002
Platelets,TMEM55A,0.63632494,,0.5245646603211402,0.9991148970885002
Platelets,VPS28,0.62776285,,0.5301592933543411,0.9991148970885002
Platelets,FOPNL,0.6161039,,0.5378259511721872,0.9991148970885002
Platelets,DCAF8,0.6146465,,0.5387881827722308,0.9991148970885002
Platelets,CRLS1,0.5656424,,0.5716368987087348,0.9991148970885002
Platelets,CORO7,0.55489427,,0.5789669723548441,0.9991148970885002
Platelets,ATP6V1D,0.5355841,,0.5922460145141987,0.9991148970885002
Platelets,CD82,0.5279329,,0.5975459043927436,0.9991148970885002
Platelets,FYB,0.52775073,,0.5976723545874669,0.9991148970885002
Platelets,TBPL1,0.5242895,,0.6000772147827746,0.9991148970885002
Platelets,SCP2,0.50333977,,0.6147254178048314,0.9991148970885002
Platelets,MPC2,0.5024289,,0.6153658534048251,0.9991148970885002
Platelets,POLR2E,0.4965994,,0.6194715662145238,0.9991148970885002
Platelets,ARL6IP5,0.47546753,,0.6344537753902587,0.9991148970885002
Platelets,TAL1,0.4743745,,0.6352328769861111,0.9991148970885002
Platelets,RP4-781K5.2,0.47200626,,0.6369223156743005,0.9991148970885002
Platelets,LY6G5B,0.46963805,,0.6386136439040762,0.9991148970885002
Platelets,RAB6B,0.46963805,,0.6386136439040762,0.9991148970885002
Platelets,TTC30A,0.4672698,,0.6403068542923753,0.9991148970885002
Platelets,PBLD,0.4672698,,0.6403068542923753,0.9991148970885002
Platelets,HOMER2,0.46508375,,0.6418714818727566,0.9991148970885002
Platelets,JAM3,0.46490157,,0.6420019394267962,0.9991148970885002
Platelets,UBE2C,0.46271554,,0.6435682909377083,0.9991148970885002
Platelets,EML6,0.46253335,,0.6436988918656886,0.9991148970885002
Platelets,THBS1,0.46253335,,0.6436988918656886,0.9991148970885002
Platelets,ZNF841,0.46253335,,0.6436988918656886,0.9991148970885002
Platelets,ASB8,0.4601651,,0.645397704138248,0.9991148970885002
Platelets,MCF2L,0.4601651,,0.645397704138248,0.9991148970885002
Platelets,RAB38,0.45542866,,0.6488008781559376,0.9991148970885002
Platelets,SLC39A14,0.45105654,,0.651948793683737,0.9991148970885002
Platelets,CDC42BPB,0.4508744,,0.6520800920164143,0.9991148970885002
Platelets,PTCH1,0.4506922,,0.6522114011339126,0.9991148970885002
Platelets,ZNF615,0.44887048,,0.6535250847096927,0.9991148970885002
Platelets,FBXW9,0.44868833,,0.6536565122308413,0.9991148970885002
Platelets,TRIM16L,0.4443162,,0.6568139876389643,0.9991148970885002
Platelets,EOGT,0.44030842,,0.6597137348097533,0.9991148970885002
Platelets,TOR1A,0.43830454,,0.6611655313331943,0.9991148970885002
Platelets,AL928768.3,0.43812236,,0.6612975761635176,0.9991148970885002
Platelets,C9orf3,0.4379402,,0.6614296315332074,0.9991148970885002
Platelets,TSPAN33,0.43757585,,0.6616937738765201,0.9991148970885002
Platelets,WIBG,0.4310177,,0.6664555101717959,0.9991148970885002
Platelets,MOB2,0.43083552,,0.6665879738046792,0.9991148970885002
Platelets,ISY1,0.43010682,,0.6671179322698042,0.9991148970885002
Platelets,TSPAN15,0.42992467,,0.667250447851573,0.9991148970885002
Platelets,ANKAR,0.42555255,,0.6704339272633714,0.9991148970885002
Platelets,CPNE5,0.41863003,,0.6754865412028739,0.9991148970885002
Platelets,SIRT1,0.41790134,,0.6760192517746599,0.9991148970885002
Platelets,CDKN2A,0.41607964,,0.6773517375152357,0.9991148970885002
Platelets,GOLGA1,0.41480443,,0.6782850789262562,0.9991148970885002
Platelets,TMEM104,0.41097882,,0.6810880611024054,0.9991148970885002
Platelets,ZNF628,0.40514934,,0.6853677413739381,0.9991148970885002
Platelets,NECAB3,0.40514934,,0.6853677413739381,0.9991148970885002
Platelets,GUSB,0.40296328,,0.6869752370081246,0.9991148970885002
Platelets,TBCK,0.40004852,,0.6891207671119794,0.9991148970885002
Platelets,SMS,0.39093995,,0.6958416126233102,0.9991148970885002
Platelets,AC113189.5,0.3894826,,0.6969191850677348,0.9991148970885002
Platelets,ORAI1,0.38729653,,0.6985366903011276,0.9991148970885002
Platelets,RABL2A,0.38729653,,0.6985366903011276,0.9991148970885002
Platelets,SIGLEC14,0.38474613,,0.7004255108618604,0.9991148970885002
Platelets,FADS1,0.38219574,,0.7023161857491298,0.9991148970885002
Platelets,CTD-2267D19.2,0.38219574,,0.7023161857491298,0.9991148970885002
Platelets,REXO2,0.37709492,,0.7061030565108901,0.9991148970885002
Platelets,GGA3,0.37709492,,0.7061030565108901,0.9991148970885002
Platelets,C16orf58,0.37709492,,0.7061030565108901,0.9991148970885002
Platelets,TMEM87B,0.37199414,,0.7098972182603882,0.9991148970885002
Platelets,PSMC4,0.36725768,,0.7134268226923892,0.9991148970885002
Platelets,CSNK1A1,0.36543596,,0.7147860028695836,0.9991148970885002
Platelets,C9orf37,0.36470726,,0.715329928597101,0.9991148970885002
Platelets,BLZF1,0.35159093,,0.72514506975939,0.9991148970885002
Platelets,PLAGL2,0.3499514,,0.7263751827234923,0.9991148970885002
Platelets,C4orf33,0.34904054,,0.7270588840589913,0.9991148970885002
Platelets,CNEP1R1,0.34393972,,0.730891614971385,0.9991148970885002
Platelets,PEX26,0.34138933,,0.7328105096470878,0.9991148970885002
Platelets,KLHL6,0.3402963,,0.7336334053971338,0.9991148970885002
Platelets,MRPL51,0.33738154,,0.7358292883653628,0.9991148970885002
Platelets,USP20,0.33446681,,0.7380273317830289,0.9991148970885002
Platelets,BACH1,0.33373812,,0.7385771782674216,0.9991148970885002
Platelets,YIPF3,0.33228076,,0.739677272177313,0.9991148970885002
Platelets,DUSP10,0.33118773,,0.7405026924106212,0.9991148970885002
Platelets,STX4,0.3306412,,0.740915514652529,0.9991148970885002
Platelets,DHRS4,0.32973036,,0.7416037174543295,0.9991148970885002
Platelets,TERF2IP,0.32863733,,0.7424298336473723,0.9991148970885002
Platelets,FCGR1B,0.32863733,,0.7424298336473723,0.9991148970885002
Platelets,USP38,0.32863733,,0.7424298336473723,0.9991148970885002
Platelets,SEL1L,0.32827297,,0.7427052717113225,0.9991148970885002
Platelets,MIS18A,0.32135046,,0.7479448173006031,0.9991148970885002
Platelets,MZB1,0.32135046,,0.7479448173006031,0.9991148970885002
Platelets,TNNI2,0.32135046,,0.7479448173006031,0.9991148970885002
Platelets,KLF11,0.32098612,,0.7482209080591957,0.9991148970885002
Platelets,TRIP12,0.32098612,,0.7482209080591957,0.9991148970885002
Platelets,RFC5,0.3191644,,0.7496018455508231,0.9991148970885002
Platelets,STRA13,0.3147923,,0.7529193645219674,0.9991148970885002
Platelets,TMEM116,0.3147923,,0.7529193645219674,0.9991148970885002
Platelets,ACOT13,0.3147923,,0.7529193645219674,0.9991148970885002
Platelets,C16orf13,0.31151322,,0.7554105053281184,0.9991148970885002
Platelets,ZBED5-AS1,0.31114885,,0.7556874563507635,0.9991148970885002
Platelets,NSMAF,0.30604807,,0.7595680523611522,0.9991148970885002
Platelets,ARMC7,0.3031333,,0.7617882636927328,0.9991148970885002
Platelets,MTIF3,0.30276898,,0.7620659284521765,0.9991148970885002
Platelets,RPUSD4,0.30167595,,0.7628991063847688,0.9991148970885002
Platelets,ST7L,0.2994899,,0.7645662856778414,0.9991148970885002
Platelets,ASXL2,0.29803252,,0.7656783455783297,0.9991148970885002
Platelets,PDK2,0.29730383,,0.7662345568337181,0.9991148970885002
Platelets,TCTA,0.29657516,,0.766790888600372,0.9991148970885002
Platelets,KCNK6,0.29511777,,0.767903912589865,0.9991148970885002
Platelets,RP11-349A22.5,0.2923852,,0.7699921214157417,0.9991148970885002
Platelets,PTAFR,0.29001698,,0.7718032530022567,0.9991148970885002
Platelets,RIT1,0.28855962,,0.7729184146087834,0.9991148970885002
Platelets,NCOR2,0.28783092,,0.7734761714479463,0.9991148970885002
Platelets,B4GALT4,0.28783092,,0.7734761714479463,0.9991148970885002
Platelets,GRSF1,0.28619137,,0.7747315516859274,0.9991148970885002
Platelets,SAMD4B,0.28528053,,0.7754292399388152,0.9991148970885002
Platelets,CDK16,0.28528053,,0.7754292399388152,0.9991148970885002
Platelets,EIF2AK4,0.2801797,,0.7793396298200539,0.9991148970885002
Platelets,RMND5A,0.27799365,,0.7810172286551664,0.9991148970885002
Platelets,CDC16,0.27799365,,0.7810172286551664,0.9991148970885002
Platelets,TRIP11,0.27507892,,0.7832556121828298,0.9991148970885002
Platelets,NDUFS1,0.27289286,,0.7849355790347649,0.9991148970885002
Platelets,GMPPA,0.27179983,,0.7857759388624224,0.9991148970885002
Platelets,KIAA0125,0.27107114,,0.7863363175246039,0.9991148970885002
Platelets,TRUB2,0.2681564,,0.7885789364156586,0.9991148970885002
Platelets,PHACTR4,0.2597765,,0.7950361717482003,0.9991148970885002
Platelets,NFIC,0.25321832,,0.8000994974925535,0.9991148970885002
Platelets,MICU1,0.25248966,,0.8006626124401893,0.9991148970885002
Platelets,UCK1,0.24884622,,0.803479735793825,0.9991148970885002
Platelets,JARID2,0.24738885,,0.8046073025881602,0.9991148970885002
Platelets,FAM120A,0.2470245,,0.8048892579063639,0.9991148970885002
Platelets,FAM173A,0.24483845,,0.8065815215141515,0.9991148970885002
Platelets,MDP1,0.24447411,-1.5052701,0.8068636537369042,0.9991148970885002
Platelets,KPNA1,0.24447411,,0.8068636537369042,0.9991148970885002
Platelets,MOCS2,0.24228805,1.8000754,0.8085569735980292,0.9991148970885002
Platelets,IP6K1,0.23463684,3.418912,0.8144906078091799,0.9991148970885002
Platelets,NFATC1,0.23427251,4.3431926,0.8147734303638474,0.9991148970885002
Platelets,WDR55,0.22953604,,0.8184523075234817,0.9991148970885002
Platelets,RFC2,0.22807868,,0.8195850784546687,0.9991148970885002
Platelets,USP5,0.22734998,,0.820151605284244,0.9991148970885002
Platelets,DDB2,0.22297788,,0.8235527273794999,0.9991148970885002
Platelets,ARRDC3,0.22042747,,0.8255382511888278,0.9991148970885002
Platelets,PRKACA,0.2189701,2.749529,0.8266733383112038,0.9991148970885002
Platelets,QRICH1,0.2171484,3.1001356,0.8280927064121344,0.9991148970885002
Platelets,MFF,0.21478015,,0.8299387238459355,0.9991148970885002
Platelets,VTI1B,0.21459799,,0.8300807642151937,0.9991148970885002
Platelets,RTFDC1,0.21459799,,0.8300807642151937,0.9991148970885002
Platelets,NOC4L,0.2138693,,0.8306489811770743,0.9991148970885002
Platelets,IGLL5,0.21204759,,0.8320699104010124,0.9991148970885002
Platelets,PPIF,0.20949718,,0.8340601326199162,0.9991148970885002
Platelets,ACD,0.20913284,,0.8343445371981479,0.9991148970885002
Platelets,GPKOW,0.2087685,,0.8346289634477172,0.9991148970885002
Platelets,HAVCR2,0.20767547,,0.8354823718633266,0.9991148970885002
Platelets,GNPTAB,0.2036677,,0.8386131861962695,0.9991148970885002
Platelets,RPUSD1,0.20257467,,0.8394674903836686,0.9991148970885002
Platelets,VPS13C,0.20111729,,0.8406068567457261,0.9991148970885002
Platelets,CGRRF1,0.19893125,,0.8423165318131951,0.9991148970885002
Platelets,BBC3,0.19528781,,0.8451676389511298,0.9991148970885002
Platelets,C3orf38,0.19455913,,0.8457381050639944,0.9991148970885002
Platelets,APH1B,0.19383045,6.3470893,0.8463086520589864,0.9991148970885002
Platelets,PICALM,0.19091569,,0.8485916430278083,0.9991148970885002
Platelets,JKAMP,0.18945833,,0.8497336162193068,0.9991148970885002
Platelets,TAF10,0.18545055,,0.8528756615069463,0.9991148970885002
Platelets,CCDC94,0.18545055,,0.8528756615069463,0.9991148970885002
Platelets,ARAP1,0.18362884,,0.8543046391289182,0.9991148970885002
Platelets,LUC7L,0.18107843,4.6311436,0.856306009981506,0.9991148970885002
Platelets,ATP6V1F,0.18089627,,0.8564490005675091,0.9991148970885002
Platelets,SNX14,0.17889237,5.960981,0.8580222070092316,0.9991148970885002
Platelets,PRMT2,0.17233421,,0.8631747939969773,0.9991148970885002
Platelets,DNAJB14,0.17087683,7.1094565,0.864320612185972,0.9991148970885002
Platelets,PHACTR1,0.16796209,6.1206326,0.8666131023396124,0.9991148970885002
Platelets,TCEAL4,0.16650473,,0.8677597695749272,0.9991148970885002
Platelets,FAM127A,0.1654117,7.567654,0.8686199527542582,0.9991148970885002
Platelets,RELB,0.16358997,5.339384,0.8700539365259113,0.9991148970885002
Platelets,CASC4,0.16322564,6.4294333,0.8703407847178204,0.9991148970885002
Platelets,ARF4,0.15429923,,0.877373803555087,0.9991148970885002
Platelets,SETX,0.15302403,9.11631,0.8783793246035619,0.9991148970885002
Platelets,FN3KRP,0.15047362,,0.8803909538013349,0.9991148970885002
Platelets,RELT,0.14063637,,0.8881572137203494,0.9991148970885002
Platelets,MARCH6,0.13589992,,0.8919004041747279,0.9991148970885002
Platelets,TMEM199,0.13517123,,0.8924764956168976,0.9991148970885002
Platelets,GZMB,0.13316734,,0.8940610387773748,0.9991148970885002
Platelets,ISG20L2,0.13298517,,0.8942051092195328,0.9991148970885002
Platelets,SWAP70,0.13225648,,0.8947814258442713,0.9991148970885002
Platelets,NBR1,0.1315278,,0.8953577980132937,0.9991148970885002
Platelets,ACTN4,0.13116345,,0.8956460048329398,0.9991148970885002
Platelets,DOCK10,0.13079911,,0.8959342254258799,0.9991148970885002
Platelets,C1orf50,0.13007043,,0.8965107077812221,0.9991148970885002
Platelets,P2RX5,0.12934174,,0.8970872447784262,0.9991148970885002
Platelets,AKTIP,0.1289774,,0.8973755336736731,0.9991148970885002
Platelets,SLC50A1,0.12861305,,0.8976638361165107,0.9991148970885002
Platelets,BRWD1,0.12460528,5.854626,0.9008360463609906,0.9991148970885002
Platelets,RFC1,0.12241922,6.925489,0.9025670139362097,0.9991148970885002
Platelets,UBE3A,0.11986882,8.320199,0.9045870610890154,0.9991148970885002
Platelets,BOLA3,0.11841145,,0.9057416518908004,0.9991148970885002
Platelets,LRBA,0.11586105,,0.9077626638187208,0.9991148970885002
Platelets,SPSB2,0.11185328,,0.9109397414631796,0.9991148970885002
Platelets,HDLBP,0.11185328,6.7438645,0.9109397414631796,0.9991148970885002
Platelets,THYN1,0.111306764,,0.9113730908209293,0.9991148970885002
Platelets,RXRA,0.11076025,,0.9118064665404465,0.9991148970885002
Platelets,ZBP1,0.10966722,,0.9126732965533838,0.9991148970885002
Platelets,RAB1B,0.10420208,,0.9170089848340932,0.9991148970885002
Platelets,SPPL2A,0.099829964,7.313042,0.9204793198539463,0.9991148970885002
Platelets,PCNA,0.09709739,,0.9226490527574247,0.9991148970885002
Platelets,OTUB1,0.09472916,,0.9245299542448339,0.9991148970885002
Platelets,LAMP2,0.09290744,,0.925977089256251,0.9991148970885002
Platelets,CCND2,0.09072139,,0.9277139741842219,0.9991148970885002
Platelets,EPN1,0.0899927,9.242372,0.9282930127883089,0.9991148970885002
Platelets,MAP3K8,0.08707796,6.73951,0.930609543879429,0.9991148970885002
Platelets,ATPAF1,0.08634927,,0.9311887692954065,0.9991148970885002
Platelets,HDDC3,0.08270585,,0.9340854369714687,0.9991148970885002
Platelets,PLEKHB2,0.08197716,,0.9346648764879891,0.9991148970885002
Platelets,CYTH2,0.07942676,6.4089603,0.9366931853767114,0.9991148970885002
Platelets,ISOC2,0.07942676,,0.9366931853767114,0.9991148970885002
Platelets,RRAGC,0.07869808,6.8437667,0.9372727782498383,0.9991148970885002
Platelets,TMEM60,0.07796939,,0.93785240436135,0.9991148970885002
Platelets,CORO1B,0.07705853,,0.9385769832762194,0.9991148970885002
Platelets,CD320,0.07578333,,0.9395914790671018,0.9991148970885002
Platelets,PASK,0.069225155,,0.944810398900632,0.9991148970885002
Platelets,TRPV2,0.06849647,,0.9453904292572155,0.9991148970885002
Platelets,TMEM167B,0.0670391,,0.9465505765181129,0.9991148970885002
Platelets,COMMD4,0.06503522,,0.9481459635851989,0.9991148970885002
Platelets,TOMM40,0.061573956,,0.9509021182631926,0.9991148970885002
Platelets,FAM32A,0.06084527,,0.9514824373132524,0.9991148970885002
Platelets,ZNF688,0.05829487,,0.9535137545990323,0.9991148970885002
Platelets,CARS,0.05829487,8.020005,0.9535137545990323,0.9991148970885002
Platelets,FBXO7,0.057930525,,0.9538039677452879,0.9991148970885002
Platelets,NAP1L4,0.057566185,,0.9540941870170142,0.9991148970885002
Platelets,CTNNBIP1,0.05610881,7.191455,0.9552551245906541,0.9991148970885002
Platelets,YTHDC1,0.05319407,9.537681,0.9575772820855925,0.9991148970885002
Platelets,MZT1,0.050643668,,0.9596094659372181,0.9991148970885002
Platelets,C16orf80,0.04627155,9.370984,0.9630938130851182,0.9991148970885002
Platelets,GFER,0.04372115,,0.9651266787438771,0.9991148970885002
Platelets,ARPC4,0.042628124,,0.9659979770478963,0.9991148970885002
Platelets,PDZD11,0.03862035,,0.9691930769313446,0.9991148970885002
Platelets,DTYMK,0.037891664,,0.9697740588212551,0.9991148970885002
